tokens;week;sum
compromised;1;1
compromising;1;2
comunidades;1;1
con;1;3
concentrate;1;1
concentration;1;2
concept;1;1
concepts;1;1
concern;1;2
concerned;1;7
concerns;1;16
concert;1;1
concerts;1;1
concord;1;1
concrete;1;2
condemn;1;2
condition;1;3
conditional;1;1
conditions;1;11
condolences;1;1
conduct;1;5
conducted;1;1
conducting;1;1
conference;1;4
confidence;1;1
confirm;1;3
confirmation;1;2
confirmed;1;7
confirming;1;2
conflicting;1;1
conflicts;1;1
confront;1;3
confronted;1;1
confronting;1;1
confronts;1;1
confuse;1;1
confusion;1;1
cong1860;1;1
congrats;1;2
congratulations;1;2
congress;1;58
congress’s;1;1
congressional;1;4
congressionally;1;1
congressman;1;1
connect;1;4
connected;1;10
connecticut;1;2
connecting;1;3
connections;1;1
connectivity;1;2
connects;1;1
connie;1;1
conscience;1;1
consejos;1;2
consequences;1;9
conservation;1;1
conservative;1;1
conserve;1;1
conserving;1;1
considered;1;1
consistently;1;1
consisting;1;1
consortia;1;1
conspiracy;1;1
constituent;1;1
constitution;1;1
constitutional;1;5
constrained;1;1
construction;1;1
consult;1;1
consultations;1;3
consume;1;1
consumer;1;1
consumers;1;6
consuming;1;1
contact;1;40
contacts;1;2
contacttracing;1;3
contagious;1;3
contained;1;3
containment;1;2
contend;1;1
continuaremos;1;1
continue;1;81
continued;1;11
continues;1;20
continuing;1;11
continuity;1;1
contra;1;1
contraception;1;1
contract;1;5
contracted;1;1
contracting;1;1
contracts;1;1
contrary;1;1
contrast;1;1
contribute;1;1
contributed;1;1
control;1;8
convene;1;3
conversation;1;9
conversations;1;1
converted;1;1
convictions;1;1
convince;1;1
convinced;1;1
convoy;1;1
cookoff;1;2
cooldopeliving;1;1
coordinate;1;3
coordinated;1;7
coordinating;1;1
cope;1;1
coping;1;2
copolitics;1;1
copycat;1;1
core;1;2
corner;1;2
corners;1;2
cornerstonemn's;1;1
coronavirus;1;378
coronavirusbalt;1;1
coronaviruses;1;1
coronaviruspandemic;1;1
coronavirusrelieffund;1;1
corporate;1;3
corporations;1;6
correct;1;1
correction;1;1
correctional;1;3
correctly;1;1
corrupt;1;1
corruption;1;3
coruralhealth;1;1
cosmiac;1;2
cosmiac's;1;1
cosponsor;1;2
cosponsoring;1;1
cosponsors;1;1
cost;1;9
costed;1;1
costing;1;2
costs;1;8
cotton;1;2
cottonwood;1;1
couch;1;1
cough;1;2
counseling;1;1
counsels;1;1
count;1;1
counted;1;3
counter;1;1
counteract;1;1
counterfeit;1;1
counterfeiters;1;1
counterfeits;1;1
countermeasures;1;1
counterterrorism;1;4
counties;1;7
counting;1;1
countless;1;7
countries;1;8
country;1;79
country's;1;2
country’s;1;2
counts;1;1
county;1;17
county’s;1;1
couple;1;1
courage;1;4
courageous;1;2
courses;1;1
court;1;9
courthouse;1;2
courtney;1;1
courtroom;1;2
courts;1;3
courtsmatter;1;3
cov;1;1
cover;1;8
coverage;1;7
covered;1;3
coveredca;1;1
covering;1;3
covers;1;1
covid;1;168
covid__19;1;1
covid_19;1;2
covid19;1;285
covid19ark;1;2
covid19heroesfund;1;8
covid19nc;1;8
covid19pandemic;1;1
covidnm;1;1
covidreliefirs;1;3
covidunmasked;1;1
cowardly;1;1
cozad;1;1
cpcjaqr3re;1;1
cq7autglul;1;1
crack;1;1
cracking;1;1
cracks;1;1
crafters;1;1
craig;1;1
cramer;1;1
crdx8szhf1;1;1
create;1;10
created;1;5
creates;1;4
creating;1;5
creation;1;2
creative;1;2
credibility;1;1
credit;1;4
credits;1;1
crew;1;1
crimes;1;5
criminals;1;1
cripple;1;1
crises;1;3
crisis;1;133
criteria;1;1
critical;1;80
critically;1;1
criticism;1;1
cronies;1;4
crony;1;1
cronyism;1;2
crop;1;2
cross;1;4
crrl5rgoqu;1;1
crrl5ronzm;1;1
crucial;1;12
crude;1;1
cruise;1;1
crusader;1;1
crushthecurve;1;1
ct;1;4
ct1ueq1w7s;1;1
ct9m21bkud;1;1
ctgu0unvaq;1;2
cu9aufmu1j;1;1
cuándo;1;1
cuidado;1;1
cujz75lnkl;1;1
curb;1;2
curbside;1;1
cure;1;1
current;1;7
curve;1;3
cushions;1;1
custody;1;1
customers;1;2
cut;1;7
cutting;1;2
cv1nsrxtfe;1;1
cv873hyfso;1;1
cvmubnsqe7;1;1
cwnvx8sfhd;1;1
cxd0f7zseu;1;1
cxk7l1dj7m;1;1
cycle;1;1
cyn2xd5u3r;1;1
cynical;1;1
cyvwoszgmf;1;1
czx4zzeflu;1;1
d.c;1;5
d’amici;1;1
d0cinjiccm;1;1
d0xp8532qp;1;1
d1accpgbxj;1;1
d1ajcq0zar;1;1
d1nkvmddgj;1;1
d2rpbilyc0;1;1
d7gjzmnfwk;1;1
d7kxxhfd2b;1;1
d9bkhsevnf;1;1
da4hnlaokp;1;1
daca;1;4
daggettsusan;1;1
dahad6tgp3;1;1
daily;1;9
dailycaller;1;1
dairy;1;3
dakota;1;6
dakotans;1;3
dale;1;1
damage;1;3
damaging;1;1
damn;1;1
dances;1;1
danger;1;4
dangerous;1;10
dangerously;1;1
danspehler;1;1
danvillerotaryc;1;1
dar;1;1
dark;1;1
dashboards;1;1
data;1;35
datasets;1;1
date;1;4
daughter;1;3
david;1;3
day;1;57
daycare;1;1
daylight;1;1
days;1;8
dbbspljm4p;1;1
dc;1;11
dcexaminer⁩;1;1
de;1;16
dead;1;2
deadlines;1;1
deadly;1;10
deaf;1;1
deal;1;5
dear;1;1
death;1;7
deaths;1;12
debido;1;1
debilitating;1;1
debit;1;2
debt;1;4
debunking;1;1
decade;1;1
decades;1;3
december;1;1
deception;1;2
deceptive;1;1
decide;1;2
decidir;1;1
decimate;1;1
decimated;1;1
decimating;1;1
decision;1;12
decisions;1;5
decisive;1;2
declaration;1;1
declaring;1;1
declassification;1;1
decline;1;1
decontaminating;1;1
decontamination;1;1
decovid;1;1
decreased;1;1
dedicated;1;9
dedication;1;10
deed;1;1
deemed;1;1
deems;1;1
deep;1;1
deepest;1;1
deeply;1;3
defeat;1;1
defend;1;7
defender;1;2
defending;1;1
defense;1;5
deference;1;2
deferred;1;2
definition;1;1
deforestation;1;1
degrade;1;1
degree;1;1
del;1;4
delaware;1;10
delaware_dhss;1;1
delaware's;1;1
delaware’s;1;2
delawareans;1;2
delawareasn;1;1
delawarecounts;1;1
delay;1;5
delayed;1;4
delays;1;1
delegation;1;6
deleted;1;1
deliberate;1;2
deliberately;1;1
deliver;1;12
delivered;1;10
deliveries;1;1
delivering;1;5
delivers;1;1
delivery;1;14
demand;1;10
demanded;1;2
demanding;1;7
demands;1;2
dementia;1;1
demingshares;1;1
demise;1;1
democracy;1;9
democrat;1;1
democratic;1;4
democrats;1;4
demographic;1;7
demographics;1;1
demonstrated;1;1
demonstrating;1;2
dems;1;3
denial;1;1
denied;1;4
denmark;1;1
deny;1;1
denying;1;5
department;1;8
department’s;1;1
departments;1;3
depend;1;6
dependence;1;2
dependent;1;1
depending;1;4
deploy;1;2
deploying;1;1
deployment;1;1
depopulation;1;1
depression;1;1
dept;1;3
depth;1;1
depths;1;2
deptofdefense;1;4
depts;1;2
deptvetaffairs;1;7
deregulatory;1;1
derek;1;1
deserve;1;23
deserves;1;5
design;1;1
designate;1;3
designated;1;1
designation;1;1
designed;1;1
designing;1;2
desire;1;1
desk;1;2
despair;1;1
desperate;1;2
desperately;1;3
destabilize;1;1
destroyed;1;1
destroying;1;1
destroys;1;1
destruction;1;1
destructive;1;1
detail;1;1
detailed;1;1
details;1;7
detained;1;4
detainees;1;1
detected;1;1
detention;1;2
deter;1;1
determination;1;1
determine;1;7
determined;1;4
detroit;1;4
devastated;1;6
devastating;1;8
devasted;1;1
develop;1;13
developers;1;1
developing;1;5
development;1;11
device;1;1
devices;1;1
devos;1;2
dexxz8pbyf;1;1
dfobzhhacq;1;2
dfwpwuhest;1;1
dgdzamnyqk;1;1
dgxfvexu0z;1;1
dhadirector;1;1
dhec;1;6
dhichxkar3;1;1
dhm4bzfnpb;1;1
dhs;1;1
dhsgov;1;4
diagnostic;1;1
diagnostics;1;1
diana;1;1
dib3trfmib;1;1
dictate;1;1
didn’t;1;5
die;1;1
died;1;9
dietary;1;1
difference;1;3
differences;1;1
difficult;1;21
dificultad;1;1
digit;1;3
digital;1;8
dignified;1;1
dignity;1;4
dignityhealthaz;1;1
dilemma;1;1
diligence;1;1
diligent;1;1
dime;1;1
diminishing;1;1
dimmer;1;1
dire;1;1
direct;1;15
directed;1;1
direction;1;3
directly;1;7
director;1;6
directos;1;1
disabilities;1;5
disability;1;3
disadvantaged;1;2
disagrees;1;1
disappear;1;1
disaster;1;6
disasters;1;2
disastrous;1;1
discern;1;1
disciplined;1;1
disclose;1;1
discourage;1;1
discovered;1;1
discriminate;1;1
discrimination;1;6
discuss;1;38
discussed;1;8
discusses;1;2
discussing;1;2
discussion;1;3
discutir;1;1
disease;1;7
diseases;1;2
disgusting;1;2
disinfectant;1;2
disinfectants;1;2
disinfecting;1;1
disinformation;1;1
disinvestment;1;1
dismantle;1;1
dismissal;1;1
dismissed;1;1
disorders;1;2
disparities;1;24
disparity;1;2
display;1;5
disponible;1;1
disponibles;1;1
disposal;1;1
disproportionate;1;4
disproportionately;1;6
disregard;1;1
disregards;1;1
disrupted;1;3
disrupting;1;1
disruption;1;2
disruptions;1;2
distance;1;16
distancing;1;43
distant;1;1
distinguished;1;1
distract;1;1
distracted;1;2
distraction;1;2
distress;1;1
distressline;1;1
distribute;1;9
distributed;1;1
distributes;1;1
distributing;1;3
distribution;1;5
distributors;1;2
diue5qftlq;1;1
diverse;1;2
diversity;1;1
divert;1;1
divide;1;7
dkygpnnpkx;1;1
dlp0rfdejp;1;1
dlwnman2xz;1;1
dnetxctglc;1;1
dobbs;1;1
doc61dwzmo;1;1
docs;1;2
doctor;1;9
doctor’s;1;2
doctorate;1;1
doctors;1;18
document;1;1
dod;1;1
dod_ig;1;1
dodger;1;1
doesn’t;1;13
dofjrocxfa;1;1
dog;1;1
doingmypartco;1;1
doj;1;4
dollar;1;1
dollars;1;8
domestic;1;14
dominated;1;1
don's;1;1
don’t;1;27
donald;1;11
donate;1;6
donated;1;7
donating;1;10
donation;1;5
donations;1;3
donor;1;1
donors;1;3
door;1;4
doors;1;4
doses;1;2
double;1;3
doubt;1;3
doug;1;2
dougburgum;1;1
dozens;1;2
dpa;1;3
dr;1;12
draft;1;1
drag;1;2
dragging;1;1
dramatic;1;2
dramatically;1;1
dream;1;1
dreambignv;1;2
dreamers;1;1
dreamlifter;1;2
drive;1;7
driven;1;3
driver;1;1
drivers;1;5
drives;1;1
drop;1;4
dropped;1;1
dropthelawsuit;1;2
drqfxt0qni;1;1
drs;1;1
drtishcommish;1;1
drtomfrieden;1;1
drug;1;4
drugs;1;6
drvalgriffeth;1;2
dsqw1lpieo;1;1
dudorubnyk;1;1
due;1;29
dueño;1;1
dues;1;1
dunbar;1;2
duration;1;1
duty;1;3
duvgilhpbm;1;1
duwr1rl1vr;1;1
dv8zefwee9;1;1
dvrvtxlqpi;1;1
dwuvfeefgb;1;1
dww4far71b;1;1
dwwdm5mrfw;1;1
dxojws0kno;1;1
dxokpgwp6u;1;1
dxopm7wsgz;1;1
dxx4bydqz6;1;1
dxy4kvkxrg;1;1
dying;1;2
dynamic;1;1
dynfq2chhq;1;1
dynwhageqi;1;1
dyp7qpf5mb;1;1
dyvals0rlz;1;1
e.o;1;1
e0lwpxbiww;1;1
e1vglh0mja;1;1
e2fe8ylbr6;1;1
e3bujey6a6;1;1
e9paxvplxr;1;1
eager;1;1
eaiozpyols;1;1
earlier;1;3
earlyvoting;1;1
earn;1;1
earned;1;3
earth;1;4
earthday;1;1
earthquake;1;1
ease;1;2
eased;1;1
easier;1;5
easily;1;1
easy;1;1
eat;1;1
ebpi2srufe;1;1
ebt;1;1
ebz799ejax;1;2
echre7h36x;1;1
eck73fdvsh;1;1
ecol1c1z0u;1;1
economic;1;65
economically;1;1
economies;1;1
economy;1;61
ecosystems;1;1
ed;1;10
edge;1;1
edgz66q0bf;1;1
edition;1;1
edt;1;1
educate;1;3
educated;1;2
educating;1;1
education;1;20
educational;1;4
educations;1;2
educators;1;5
edward;1;1
edxoebantr;1;1
ee7gdxqq9t;1;1
eezt9p1axo;1;1
eeztbd3czm;1;1
ef6ivnpwib;1;1
effect;1;3
effective;1;7
effectively;1;4
effects;1;5
efficiency;1;2
effort;1;21
efforts;1;53
egibovftwv;1;1
ego;1;2
egpaik5t1m;1;1
eh58svdkt7;1;1
eheeaaoouf;1;1
ehklbp7ute;1;1
ehv80gkvfh;1;1
eidl;1;1
ejmmqn1q7u;1;5
ejmmqnjrwu;1;4
ekggwacoip;1;1
ekzbf8njqp;1;1
el;1;5
eldercare;1;1
elderly;1;2
elect;1;1
election;1;7
elections;1;1
elementary;1;1
eli;1;1
eligibility;1;1
eligible;1;7
eliminate;1;5
eliminating;1;1
elkhart;1;1
ellerbusch;1;1
ellsworth;1;1
elwk6e2mik;1;1
em5lgqt4ka;1;1
ema;1;1
email;1;5
emerge;1;1
emergencies;1;8
emergency;1;37
emergencydocs;1;1
emerging;1;2
emeu3yswni;1;1
emily_tadlock;1;1
eminem;1;1
emissions;1;3
emotional;1;3
emphasize;1;2
employ;1;2
employed;1;2
employee;1;2
employees;1;21
employers;1;10
employment;1;2
empower;1;1
empty;1;1
ems;1;2
en;1;3
en6ieakytb;1;1
enabling;1;3
enact;1;1
enacted;1;2
enchanting;1;1
encourage;1;15
encouraged;1;1
encouragement;1;1
encourages;1;4
encouraging;1;1
endangering;1;3
endangers;1;1
endmalaria;1;2
endorse;1;1
endorsed;1;2
endorsing;1;1
endowment;1;2
endowments;1;3
endyouthhomelessness;1;1
enemy;1;1
energy;1;4
enforceable;1;1
enforcement;1;18
enforcing;1;1
engaged;1;2
engineering;1;1
engineers;1;1
english;1;1
enhanced;1;1
enhancement;1;3
enjoyed;1;1
enormous;1;3
enroll;1;1
enrollment;1;3
ensure;1;84
ensures;1;2
ensuring;1;11
enthusiastic;1;1
enthusiastically;1;1
entire;1;8
entirety;1;1
entities;1;1
entitled;1;1
entity;1;1
entrepreneurial;1;1
entry;1;1
environment;1;8
environmental;1;7
environments;1;1
envision;1;1
eoir;1;1
epa;1;4
epicenter;1;1
epidemic;1;3
epkzzoxbvc;1;1
epujoavlc2;1;1
epwgop;1;1
eqra1fzfzu;1;1
eqsb3xur0b;1;1
equal;1;6
equality;1;3
equipment;1;24
equipping;1;2
equitable;1;3
equity;1;4
er;1;1
eradicate;1;1
eradicating;1;1
eradication;1;1
erased;1;1
erecting;1;1
eric_schmitt;1;1
errands;1;1
es;1;3
escuchar;1;1
esp;1;2
esperdod;1;1
essence;1;1
essential;1;74
essentially;1;1
establish;1;9
established;1;1
establishing;1;1
estadounidenses;1;1
estafas;1;2
están;1;2
estimated;1;1
esto;1;1
estos;1;1
et123kwd8l;1;1
ethic;1;1
ethnic;1;1
ethnicity;1;1
eu;1;2
euthanasia;1;1
evacuation;1;2
evansville;1;1
evekt5swec;1;1
event;1;4
events;1;2
eventually;1;1
everyday;1;4
everyone’s;1;3
eviction;1;1
evictionlab;1;1
evidence;1;4
evolving;1;2
ewarren;1;2
ewmmyuoygb;1;1
ewwzceol1w;1;1
exacerbate;1;1
exacerbated;1;3
exacerbating;1;3
exact;1;2
exceedingly;1;1
excellent;1;1
excels;1;1
exchange;1;1
excluded;1;1
exclusion;1;1
exclusive;1;1
excuse;1;5
excuses;1;1
executive;1;3
executives;1;1
exemplifies;1;1
exemption;1;4
exempts;1;1
exercise;1;3
exercising;1;3
existence;1;2
existential;1;1
existing;1;11
expand;1;36
expanded;1;5
expanding;1;12
expands;1;3
expansion;1;4
expect;1;3
expected;1;2
expendable;1;1
expenses;1;3
experience;1;6
experienced;1;2
experiences;1;1
experiencing;1;12
experiment;1;1
expert;1;5
expertise;1;1
experts;1;23
exphohuw55;1;1
exphoicxtf;1;2
explain;1;3
exploit;1;2
exploiting;1;1
explore;1;1
explosion;1;1
expose;1;1
exposed;1;8
express;1;1
expressed;1;1
expressing;1;2
expression;1;1
extend;1;2
extended;1;3
extending;1;3
extent;1;1
extgef84za;1;1
extra;1;6
extremely;1;2
exz3exji65;1;1
eye;1;2
f2zxvgydsp;1;1
f35demoteam;1;1
f9a92tl8rv;1;1
f9isv0nkny;1;1
faanews;1;2
fabric;1;1
fabrictempe;1;1
facebook;1;10
faced;1;4
faceless;1;1
facesofthefrontlines;1;10
facet;1;1
facetime;1;1
facial;1;2
facilitate;1;1
facilitates;1;1
facilities;1;18
facility;1;3
facing;1;34
factory;1;1
fafhju7jod;1;4
fail;1;1
failed;1;7
failing;1;5
failings;1;1
failure;1;5
failures;1;1
fair;1;8
fairly;1;1
fairness;1;2
faith;1;7
fake;1;2
fall;1;6
falling;1;2
fallout;1;1
falls;1;2
false;1;2
falsehoods;1;1
familiar;1;1
families;1;78
family;1;23
fantastic;1;1
fared;1;1
fargo;1;1
farm;1;2
farmer;1;3
farmers;1;27
farming;1;2
farms;1;2
farmworkers;1;1
fast;1;7
faster;1;1
fat;1;1
fathers;1;1
fauci;1;4
fault;1;1
favorite;1;1
fayetteville;1;1
fbi;1;3
fbxwpjgt6z;1;1
fcc;1;5
fcc's;1;1
fcc’s;1;1
fci;1;2
fda;1;8
fdo9rx9xfa;1;2
fdph2jmoaw;1;1
fear;1;7
feb;1;4
february;1;1
fed;1;7
federal;1;78
fedex;1;3
feed;1;7
feedback;1;1
feeding;1;2
feeds;1;1
feel;1;4
feeling;1;6
feelings;1;1
feet;1;6
feitel;1;1
fellow;1;6
fema;1;5
fema’s;1;1
fend;1;1
feqaoj9ufl;1;1
fester;1;2
fettermanlt;1;1
fever;1;2
fewer;1;1
ffa;1;1
ffnaltbo0m;1;1
ffzjczsm2s;1;1
fg2uznqbhh;1;1
fglpf7k0nb;1;1
fibjvj5ofz;1;1
field;1;1
fieldworkers;1;1
fies6js5yx;1;1
fight;1;50
fighters;1;1
fighting;1;34
figure;1;1
file;1;2
filing;1;1
fill;1;5
filled;1;2
filling;1;1
filthy;1;1
final;1;2
finally;1;3
finance;1;1
finances;1;1
financial;1;19
financially;1;3
financiera;1;2
finding;1;4
fines;1;1
finish;1;1
finished;1;1
fintechs;1;1
fire;1;4
firearms;1;1
fired;1;2
firefighter;1;1
firefighters;1;3
fireside;1;1
firing;1;1
firms;1;2
firsthand;1;2
fiscal;1;2
fiscally;1;1
fisheries;1;1
fishermen;1;1
fishers;1;1
fishing;1;2
fit;1;2
fits;1;1
fix;1;5
fixed;1;2
fixes;1;1
fixing;1;2
fjaydyydgv;1;1
fjxytonm6s;1;1
fkjwe7xj6z;1;1
fkqcyaplre;1;1
fkwkvjtb9b;1;1
flagmedical;1;2
flagrant;1;1
flagship;1;1
flair;1;1
flatten;1;3
flattenthecurve;1;6
flawed;1;2
fleeing;1;1
flexibility;1;5
flexible;1;3
flies;1;1
flight;1;4
flights;1;2
flooding;1;2
floor;1;1
florence;1;1
flowed;1;1
flsbeues9e;1;1
flu;1;2
fly;1;4
flyer;1;1
flying;1;1
flynn;1;2
flyover;1;8
flyovers;1;1
fm1k7nrhjk;1;1
fmkkwl64wx;1;1
fmrhjizix3;1;1
fn1jknlfpu;1;1
fo0juvqm3n;1;1
focus;1;25
focused;1;8
focuses;1;1
focusing;1;3
foia;1;2
folks;1;18
follow;1;16
food;1;60
foodbankofde;1;1
foods;1;2
foot;1;2
football;1;1
force;1;22
forced;1;10
forces;1;2
forcing;1;6
ford;1;1
foreign;1;1
foreigners;1;1
foreignservice;1;1
foremost;1;1
forest;1;1
forever;1;1
forget;1;2
forgets;1;1
forgivable;1;1
form;1;3
formally;1;2
formula;1;1
fort;1;1
fortbenning;1;1
fortunately;1;3
forward;1;16
fossil;1;2
foster;1;1
fou5rddhyr;1;1
fought;1;7
found;1;1
foundation;1;3
foundations;1;1
founding;1;2
fourth;1;1
fovfpraexc;1;1
fox;1;2
fox11news;1;1
fox16news;1;1
fox59;1;2
fox5atlanta;1;1
foxandfriends;1;1
foxbusiness;1;1
foxnews;1;1
fqmuhhbi0t;1;1
framework;1;1
france;1;1
francisco;1;2
franklin;1;1
free;1;26
freedom;1;4
freeze;1;1
frefws9o0r;1;1
frequently;1;1
fresh;1;1
friday;1;2
friend;1;7
friends;1;9
friendship;1;2
frivolous;1;1
frmwsbfdm4;1;1
front;1;46
frontier;1;1
frontline;1;32
frontlines;1;18
frozen;1;1
fsr4iix1ww;1;1
fstm61yogq;1;1
fsu3kcjg1s;1;1
ft;1;1
fta_dot;1;1
ftc;1;5
fuef0qshcf;1;1
fuel;1;5
fun;1;1
function;1;1
fund;1;25
fundamental;1;1
funded;1;1
funding;1;87
funds;1;34
fus78diz2z;1;1
future;1;22
futures;1;1
fuxywhhjuk;1;1
fwklvmbl7x;1;1
fwx74y2uwt;1;1
fxlbile5cx;1;1
fy2020;1;1
fzip37lzyt;1;1
g2xvomhzva;1;1
g3dnkcetqf;1;1
g5wdwkxpa8;1;1
g6ba0abenv;1;1
g6xok1r7hx;1;1
g7flyfcz8y;1;1
g7tanu8gxc;1;1
g8rvkkw3qi;1;1
g8umx7lxx2;1;1
ga;1;3
gaining;1;1
gains;1;2
gallatin;1;1
game;1;2
games;1;2
gao;1;1
gap;1;5
gaps;1;3
garantizar;1;2
garbage;1;1
gas;1;1
gastroenterology;1;1
gateway's;1;1
gather;1;3
gathering;1;1
gatherings;1;1
gating;1;1
gavinnewsom;1;1
gavinnewsom’s;1;1
gbnuwq4fat;1;1
gdfksmhcsm;1;2
gdgwgorxnd;1;1
gear;1;3
gems;1;1
genebsperling⁩;1;1
generation;1;3
generations;1;4
generosity;1;1
generous;1;1
generously;1;3
genessee;1;1
genuine;1;1
geocnfmwu9;1;1
geoff;1;1
geographic;1;1
geolocation;1;1
geopolitically;1;1
georgia;1;4
geq1upyjpe;1;1
germany;1;2
gesture;1;1
getcounted;1;1
getcovered;1;1
gf9zzdr2nl;1;1
gg2bfbldvs;1;1
ggldmjaft6;1;1
ggljjrtuvb;1;1
ggoaribm4y;1;1
ghegivn9lc;1;1
ghqwbcpxvk;1;1
ghtrjxfq2e;1;1
ghxznrmccl;1;1
gi;1;1
giant;1;1
gift;1;1
gifts;1;1
gig;1;1
gillibrandny;1;1
gilmer;1;2
girl;1;1
gitmrdcvkr;1;1
giveaway;1;3
giveaways;1;3
giving;1;3
gj2aadem1w;1;1
gjsygqtmkr;1;1
gkbexlj0se;1;1
gktordg4id;1;1
gl2mqfv39a;1;1
gl8rz3oehz;1;1
glad;1;33
glahbtgk6x;1;1
glaring;1;3
glenn;1;1
global;1;37
globe;1;1
gloves;1;6
glue;1;1
gm;1;1
goal;1;3
goals;1;1
gobble;1;1
gobeavs;1;1
god;1;4
gold;1;1
goldmansachs;1;1
golf;1;1
goodbye;1;1
goodnews;1;3
gop;1;6
gopleader;1;1
goqguoswpl;1;1
gouging;1;1
gov;1;4
gov'ts;1;1
gov’t;1;2
gov’ts;1;1
govdunleavy’s;1;1
governer;1;1
governing;1;1
government;1;36
government's;1;2
government’s;1;5
governments;1;16
governor;1;6
governor’s;1;1
governorlittle;1;1
governors;1;1
governortomwolf;1;1
govholcomb;1;2
govholcomb’s;1;1
govmurphy;1;1
govofco;1;1
govpritzker;1;2
govsisolak;1;1
govsisolak’s;1;1
govt;1;7
govts;1;2
gowns;1;8
gpmodtmpwp;1;1
gprplizuue;1;1
gpw4ssms7j;1;1
gq3czkjdzy;1;1
gql8okbslu;1;1
gqusioz5kp;1;1
gr8;1;1
grab;1;1
grace;1;1
gracious;1;1
grade;1;4
grader;1;1
gradual;1;1
gradually;1;2
graduate;1;2
graduation;1;1
grand;1;1
grandmother’s;1;1
grandstanding;1;1
granite;1;3
granitestatersgiveback;1;1
grant;1;7
granted;1;2
granting;1;3
grants;1;8
grapple;1;2
grateful;1;20
gratitude;1;7
grave;1;1
grbsoetj9r;1;1
greatestgeneration;1;1
greed;1;2
greek;1;1
green;1;1
greenbrier;1;2
greene;1;1
grieve;1;1
grips;1;1
grlyg96hc5;1;1
groceries;1;2
grocery;1;7
gross;1;1
grow;1;1
growing;1;5
grows;1;1
grupos;1;1
gs7npcw27i;1;1
gsp;1;1
gspairport;1;1
gt;1;12
gu3hdxkru5;1;1
guarantee;1;3
guard;1;3
guarded;1;1
guardsmen;1;1
gub8t1cbcx;1;1
guests;1;1
guidance;1;16
guide;1;6
guided;1;1
guidelines;1;13
guilford;1;1
gun;1;4
gusrkxexo2;1;1
gut;1;4
guybensonshow;1;2
guys;1;2
gv7gfju7tr;1;1
gw9dwimmpj;1;1
gwuukqymal;1;1
gxcvojjpya;1;1
gxkh3pywlx;1;1
gyamjrutjl;1;1
gyehd5nkst;1;1
gz5fcppcfn;1;1
h05ztc5vtv;1;1
h3srdbm3mm;1;1
h4mmwpd7qt;1;1
h5fj0x2zfj;1;1
h6h0piunx6;1;1
h7h0jelru8;1;1
h9srdpoua9;1;1
hail;1;1
haines;1;1
hakm1aci00;1;1
half;1;7
hall;1;34
hallowed;1;1
halls;1;2
halt;1;2
hampshire;1;2
hampshire's;1;2
hand;1;7
handful;1;1
handing;1;1
handle;1;3
handling;1;3
handouts;1;3
hands;1;6
handsoffmybc;1;1
handwritten;1;1
handy;1;1
happen;1;5
happening;1;11
happiness;1;2
happy;1;5
haqrzihvxm;1;1
harassment;1;1
hard;1;35
harder;1;1
hardest;1;8
hardship;1;6
hardships;1;1
hardworking;1;4
harm;1;2
harmed;1;1
harmful;1;4
harrison;1;1
harrisstowe;1;1
harry;1;1
harvestersorg;1;1
hasten;1;1
hate;1;8
hatred;1;1
haute;1;1
haven’t;1;5
havent;1;1
hawai‘i;1;3
hawaii;1;2
hawaiifoodbank;1;1
hawk;1;1
hawley;1;8
hawley's;1;1
haxozyozn9;1;1
hay;1;1
hayes;1;1
hazard;1;2
hazardous;1;3
hazelton;1;1
hazmat;1;1
hb37fvmpji;1;2
hbhgbyq0qs;1;1
hblxvdnmv3;1;1
hbun0aoqg8;1;1
hc2jtvg5s1;1;1
hdmktjru0f;1;1
he’d;1;1
he’s;1;7
head;1;4
headache;1;2
headed;1;3
heading;1;3
headlines;1;1
heads;1;3
healinitiative;1;1
health;1;519
healthcare;1;76
healthcareheroes;1;2
healthcareheroesday;1;1
healthnet;1;1
healthy;1;31
hear;1;16
heard;1;5
hearing;1;16
hearings;1;5
heart;1;6
heartbreak;1;2
heartbreaking;1;4
heartfelt;1;1
heartofafterschool;1;1
hearts;1;2
heat;1;1
heavy;1;2
heeded;1;2
held;1;3
helena;1;1
hell;1;1
helped;1;11
helpful;1;10
helping;1;44
helpline;1;2
helps;1;2
henley;1;1
henrietta;1;1
henry;1;1
henrymcmaster;1;1
henrymcmaster’s;1;1
hepatology;1;1
here’s;1;9
hero;1;1
heroes;1;27
heroic;1;4
heroism;1;2
hey;1;1
heysur0a7b;1;1
hfctekmdto;1;1
hfunaimsf4;1;1
hh5gp95u0h;1;1
hhs;1;8
hhsgov;1;22
hicks;1;1
hid;1;1
hide;1;2
hideous;1;1
hiding;1;1
hidybr0spp;1;1
highlight;1;2
highlighted;1;2
highlighting;1;1
highlights;1;3
hill;1;2
hill's;1;1
hindered;1;1
hint;1;1
hire;1;1
hires;1;2
historic;1;5
history;1;3
hit;1;20
hitthatlinear;1;1
hitting;1;1
hj6w59vgkr;1;1
hk6mwfmmkz;1;1
hkzyzhaxm5;1;1
hlb8wgqswn;1;1
hlcvcgtsrc;1;1
hoan;1;1
hoem7a1ump;1;1
hogs;1;3
hold;1;10
holding;1;5
holds;1;1
holly;1;1
holy;1;3
home;1;48
homebound;1;1
homeishere;1;1
homeless;1;1
homelessness;1;6
homemade;1;1
homes;1;16
